ICB23CD,ICB23NM,Der_Financial_Year,EC_Department_Type,EC_Diagnosis_01,pats,attends
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,4,197480006,1,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,1,197480006,1816,2050
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,3,197480006,52,55
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,3,197480006,11,11
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,4,197480006,1,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,1,197480006,1693,1962
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,3,197480006,15,16
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,197480006,1530,1671
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,1,197480006,1335,1503
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,3,197480006,8,8
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,1,197480006,1391,1564
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,4,197480006,1,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,3,197480006,9,9
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,5,197480006,1,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,1,30077003,46,48
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,3,30077003,1,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,1,30077003,18,19
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,30077003,30,31
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,3,30077003,1,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,1,30077003,21,22
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,1,30077003,21,37
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,1,33449004,243,355
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,3,33449004,3,3
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,1,33449004,193,249
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,33449004,189,256
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,1,33449004,178,242
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,1,33449004,159,211
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,1,35489007,1474,1760
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,3,35489007,17,17
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,3,35489007,5,5
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,1,35489007,1257,1546
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,3,35489007,5,5
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,35489007,1468,1860
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,1,35489007,1174,1477
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,3,35489007,6,6
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,3,35489007,6,7
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,1,35489007,1397,1805
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,1,371631005,142,145
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,3,371631005,2,2
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,1,371631005,223,228
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,1,397923000,38,38
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,3,397923000,1,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,1,397923000,41,47
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,3,397923000,1,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,397923000,55,60
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,1,397923000,39,40
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,1,397923000,37,50
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,1,44376007,13,14
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,1,44376007,8,8
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,44376007,19,21
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,1,44376007,21,22
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,1,44376007,8,8
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,1,50705009,23,26
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,1,50705009,6,7
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,50705009,14,14
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,1,50705009,8,8
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,3,50705009,1,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,1,50705009,7,9
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,3,52072009,2,3
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,1,52072009,49,51
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,1,52072009,29,29
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,52072009,32,32
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,1,52072009,39,41
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,3,52072009,1,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,1,52072009,32,33
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,1,58214004,79,89
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,3,58214004,1,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,1,58214004,81,87
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,58214004,66,73
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,1,58214004,60,63
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,1,58214004,80,90
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,3,69322001,5,5
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,1,69322001,211,235
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,3,69322001,2,2
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,1,69322001,219,244
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,69322001,242,257
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,1,69322001,244,277
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,3,69322001,1,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,1,69322001,292,335
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,1,72366004,51,55
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,3,72366004,2,2
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,1,72366004,57,73
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,72366004,91,109
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,3,72366004,1,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,1,72366004,72,89
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,1,72366004,71,84
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,13746004,2,2
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,1,13746004,9,9
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,1,13746004,13,13
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,3,13746004,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,13746004,50,61
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,13746004,46,50
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,3,13746004,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,13746004,41,43
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,17226007,8,8
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,1,17226007,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,3,17226007,11,11
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,17226007,3,3
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,3,17226007,3,3
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,17226007,4,4
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,17226007,3,4
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,1,191714002,47,49
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,1,191714002,22,25
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,3,191714002,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,191714002,121,162
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,3,191714002,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,191714002,89,107
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,191714002,83,118
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,191736004,3,3
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,191736004,4,4
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,197480006,179,189
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,1,197480006,652,689
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,3,197480006,165,173
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,1,197480006,212,225
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,4,197480006,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,3,197480006,263,276
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,197480006,698,751
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,3,197480006,207,212
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,197480006,539,566
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,3,197480006,230,241
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,197480006,483,520
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,1,30077003,11,11
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,30077003,17,17
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,1,30077003,7,7
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,3,30077003,4,4
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,30077003,4,4
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,3,30077003,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,30077003,8,8
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,3,30077003,2,2
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,3,30077003,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,30077003,7,7
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,1,33449004,29,30
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,33449004,5,5
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,1,33449004,11,11
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,3,33449004,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,33449004,44,49
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,33449004,46,49
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,33449004,49,54
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,35489007,133,140
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,1,35489007,415,458
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,1,35489007,149,160
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,3,35489007,74,78
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,3,35489007,75,76
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,35489007,788,1040
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,3,35489007,38,39
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,4,35489007,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,35489007,881,1208
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,35489007,850,1180
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,3,35489007,35,35
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,371631005,2,2
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,371631005,64,69
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,3,371631005,11,11
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,371631005,88,93
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,3,371631005,27,27
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,1,397923000,7,8
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,1,397923000,2,2
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,397923000,11,12
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,397923000,8,8
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,3,397923000,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,3,397923000,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,397923000,13,13
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,1,44376007,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,44376007,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,1,44376007,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,44376007,10,10
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,44376007,3,4
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,44376007,5,5
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,1,50705009,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,3,50705009,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,50705009,3,3
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,50705009,2,2
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,1,52072009,6,7
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,52072009,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,1,52072009,7,7
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,52072009,11,11
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,3,52072009,0,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,52072009,21,21
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,3,52072009,6,6
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,52072009,19,21
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,3,52072009,3,3
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,1,58214004,11,11
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,58214004,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,1,58214004,12,12
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,58214004,35,36
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,3,58214004,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,58214004,24,26
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,58214004,31,33
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,3,58214004,3,3
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,1,69322001,52,54
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,69322001,17,17
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,1,69322001,35,38
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,3,69322001,11,11
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,3,69322001,6,7
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,69322001,146,161
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,69322001,149,161
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,3,69322001,7,7
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,69322001,160,177
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,3,69322001,8,8
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,72366004,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,1,72366004,10,10
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,3,72366004,4,4
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,1,72366004,6,6
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,72366004,27,35
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,3,72366004,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,72366004,31,40
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,3,72366004,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,3,72366004,1,1
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,72366004,42,57
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,13746004,89,94
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,13746004,72,84
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,13746004,48,50
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,3,13746004,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,13746004,71,76
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,3,13746004,3,3
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,13746004,63,66
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,17226007,10,10
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,17226007,4,4
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,17226007,10,10
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,17226007,12,12
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,17226007,10,10
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,191714002,95,126
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,191714002,100,129
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,191714002,111,168
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,191714002,123,169
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,191714002,110,153
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,191736004,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,191736004,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,191736004,4,5
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,3,197480006,13,13
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,197480006,965,1036
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,4,197480006,2,2
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,197480006,1155,1313
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,3,197480006,15,18
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,3,197480006,12,13
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,4,197480006,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,197480006,1095,1198
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,197480006,930,1015
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,5,197480006,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,3,197480006,144,155
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,4,197480006,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,3,197480006,227,243
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,197480006,915,1003
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,5,197480006,12,14
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,4,197480006,3,3
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,30077003,5,5
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,30077003,6,6
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,30077003,18,18
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,3,30077003,5,5
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,30077003,17,17
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,30077003,12,12
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,3,30077003,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,33449004,159,170
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,33449004,125,135
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,3,33449004,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,33449004,80,92
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,3,33449004,3,3
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,33449004,125,129
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,3,33449004,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,33449004,134,142
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,3,35489007,5,5
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,35489007,1139,1314
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,35489007,1053,1231
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,5,35489007,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,3,35489007,3,3
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,3,35489007,3,4
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,35489007,1116,1335
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,35489007,1369,1666
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,3,35489007,18,19
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,3,35489007,25,25
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,35489007,1275,1559
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,3,371631005,2,2
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,371631005,2,2
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,371631005,45,45
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,3,371631005,13,14
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,371631005,98,102
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,3,371631005,13,14
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,397923000,16,16
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,397923000,9,10
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,397923000,20,21
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,397923000,11,11
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,397923000,12,12
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,44376007,6,6
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,44376007,3,3
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,44376007,8,8
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,44376007,11,12
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,44376007,12,12
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,50705009,6,6
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,50705009,6,7
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,50705009,5,5
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,50705009,5,5
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,50705009,6,6
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,3,52072009,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,52072009,13,13
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,52072009,24,24
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,3,52072009,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,52072009,17,17
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,3,52072009,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,52072009,21,22
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,3,52072009,4,4
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,52072009,24,24
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,58214004,70,80
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,58214004,68,73
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,58214004,75,82
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,3,58214004,4,5
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,58214004,81,94
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,3,58214004,7,8
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,58214004,107,129
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,3,69322001,2,2
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,69322001,181,192
