ICB23CD,ICB23NM,Der_Financial_Year,EC_Department_Type,toa,mh_snomed,attends
E54000050,NHS North East and North Cumbria Integrated Care Board,2023/24,1,13,1,124
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,23,0,150
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,8,0,7482
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,1,16,0,16127
E54000029,NHS North East London Integrated Care Board,2021/22,1,7,0,2451
E54000058,NHS Derby and Derbyshire Integrated Care Board,2022/23,1,9,1,23
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,1,2,1,42
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,5,15,0,5
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,3,15,1,7
E54000061,NHS South Yorkshire Integrated Care Board,2023/24,1,5,0,1378
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,3,9,0,1706
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,1,4,0,467
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,5,13,0,198
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,1,7,0,580
E54000058,NHS Derby and Derbyshire Integrated Care Board,2022/23,1,11,1,64
E54000032,NHS Kent and Medway Integrated Care Board,2023/24,3,0,0,949
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,3,16,0,2637
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,3,11,0,2008
E54000030,NHS South East London Integrated Care Board,2022/23,1,2,0,2673
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,1,0,1,38
E54000026,NHS Mid and South Essex Integrated Care Board,2021/22,3,17,0,409
E54000028,NHS North Central London Integrated Care Board,2023/24,1,21,0,6674
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,3,17,0,1594
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2022/23,1,4,0,708
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,1,8,0,7055
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,1,5,0,360
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,1,18,1,40
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,1,7,1,18
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,1,12,0,2775
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,1,19,1,36
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2023/24,1,3,0,219
E54000064,NHS Sussex Integrated Care Board,2020/21,1,21,0,4785
E54000059,NHS Northamptonshire Integrated Care Board,2023/24,1,6,0,699
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,7,0,917
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2023/24,5,11,0,11
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,1,12,0,9288
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,15,1,70
E54000064,NHS Sussex Integrated Care Board,2020/21,1,11,1,121
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,14,0,5117
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,1,9,0,2159
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,4,16,0,8
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,3,20,0,2344
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,3,5,0,12
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,5,8,0,5
E54000041,NHS Dorset Integrated Care Board,2019/20,1,5,1,26
E54000029,NHS North East London Integrated Care Board,2020/21,1,19,1,119
E54000027,NHS North West London Integrated Care Board,2021/22,1,16,0,8787
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,3,15,1,11
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,1,10,0,1077
E54000059,NHS Northamptonshire Integrated Care Board,2023/24,3,18,1,24
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,3,23,0,68
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,1,16,1,46
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,1,5,1,21
E54000037,NHS Devon Integrated Care Board,2023/24,5,12,0,4
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,3,7,0,17
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,4,13,0,19
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,1,6,1,25
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,1,8,0,3940
E54000031,NHS South West London Integrated Care Board,2023/24,1,0,1,49
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2020/21,4,17,0,11
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,3,1,0,73
E54000031,NHS South West London Integrated Care Board,2023/24,1,9,0,7843
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,1,1,1,54
E54000030,NHS South East London Integrated Care Board,2020/21,3,14,0,3332
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,1,20,1,37
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,3,14,0,2135
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2022/23,4,13,0,7
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2021/22,5,11,0,3
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,1,21,1,29
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,1,21,1,118
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,1,13,0,4784
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,1,15,0,5527
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,5,18,0,1055
E54000026,NHS Mid and South Essex Integrated Care Board,2021/22,1,17,0,8511
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,1,22,1,86
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,1,6,0,766
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,5,5,0,107
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,1,6,0,420
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,1,18,1,101
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,1,14,0,3428
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,3,17,0,2513
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2023/24,3,19,0,87
E54000030,NHS South East London Integrated Care Board,2020/21,3,17,1,16
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,18,1,61
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,1,21,1,84
E54000028,NHS North Central London Integrated Care Board,2019/20,1,17,0,5637
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,6,0,819
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,5,12,0,18
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2019/20,3,12,1,17
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,1,15,1,141
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,1,5,0,1277
E54000028,NHS North Central London Integrated Care Board,2021/22,5,13,0,16
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,1,18,1,36
E54000064,NHS Sussex Integrated Care Board,2021/22,3,20,0,3148
E54000029,NHS North East London Integrated Care Board,2022/23,5,0,0,14
E54000038,NHS Somerset Integrated Care Board,2019/20,3,9,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,4,8,0,7
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,5,9,0,7
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,3,12,1,4
E54000013,NHS Lincolnshire Integrated Care Board,2023/24,5,19,0,3
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2022/23,5,8,0,1
E54000064,NHS Sussex Integrated Care Board,2019/20,4,20,0,4
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2021/22,3,22,1,1
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,5,0,0,2
E54000028,NHS North Central London Integrated Care Board,2020/21,3,6,1,1
E54000030,NHS South East London Integrated Care Board,2021/22,4,7,0,1
E54000059,NHS Northamptonshire Integrated Care Board,2023/24,5,23,0,1
E54000041,NHS Dorset Integrated Care Board,2019/20,3,8,1,1
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,3,7,1,1
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,5,17,1,1
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,3,16,0,10050
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,21,0,4949
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,1,0,120
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,3,10,0,3230
E54000013,NHS Lincolnshire Integrated Care Board,2022/23,3,20,0,2633
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,4,19,0,1020
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,3,15,1,6
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,3,12,0,6834
E54000034,NHS Frimley Integrated Care Board,2020/21,1,14,1,55
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2021/22,1,17,0,4697
E54000030,NHS South East London Integrated Care Board,2022/23,3,5,0,407
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,3,11,0,3896
E54000041,NHS Dorset Integrated Care Board,2023/24,3,22,0,12
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,1,22,0,2016
E54000055,NHS Birmingham and Solihull Integrated Care Board,2021/22,4,10,0,10
E54000031,NHS South West London Integrated Care Board,2021/22,3,22,1,3
E54000041,NHS Dorset Integrated Care Board,2023/24,3,18,0,982
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,3,17,0,1460
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2023/24,1,3,0,1752
E54000030,NHS South East London Integrated Care Board,2022/23,1,9,1,63
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,4,15,0,24
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,3,10,0,1319
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,3,15,0,5304
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,4,0,2354
E54000037,NHS Devon Integrated Care Board,2023/24,1,7,1,19
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,4,17,0,929
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,4,9,0,1569
E54000041,NHS Dorset Integrated Care Board,2020/21,3,23,0,3
E54000030,NHS South East London Integrated Care Board,2021/22,1,6,0,1505
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,3,22,0,406
E54000030,NHS South East London Integrated Care Board,2022/23,1,21,0,8219
E54000058,NHS Derby and Derbyshire Integrated Care Board,2022/23,1,2,0,1167
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,4,18,0,15
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,18,0,6212
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,3,16,1,2
E54000062,NHS Black Country Integrated Care Board,2020/21,1,5,0,529
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,1,3,0,929
E54000055,NHS Birmingham and Solihull Integrated Care Board,2021/22,1,21,0,9384
E54000029,NHS North East London Integrated Care Board,2019/20,4,13,0,29
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,3,20,0,529
E54000031,NHS South West London Integrated Care Board,2023/24,3,10,0,3358
E54000030,NHS South East London Integrated Care Board,2020/21,4,16,0,10
E54000030,NHS South East London Integrated Care Board,2020/21,3,3,0,301
E54000031,NHS South West London Integrated Care Board,2019/20,3,14,1,10
E54000041,NHS Dorset Integrated Care Board,2022/23,1,21,1,72
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,1,7,0,697
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,1,7,0,2173
E54000030,NHS South East London Integrated Care Board,2022/23,1,18,0,10576
E54000028,NHS North Central London Integrated Care Board,2021/22,1,3,1,35
E54000026,NHS Mid and South Essex Integrated Care Board,2021/22,1,13,0,7127
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,1,10,0,5010
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,4,17,0,16
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2022/23,3,10,1,4
E54000062,NHS Black Country Integrated Care Board,2019/20,1,6,1,23
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,4,11,0,1553
E54000041,NHS Dorset Integrated Care Board,2021/22,1,6,1,19
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,3,5,0,46
E54000013,NHS Lincolnshire Integrated Care Board,2022/23,3,15,0,4404
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2023/24,5,12,0,1
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,3,9,0,4444
E54000030,NHS South East London Integrated Care Board,2023/24,3,16,0,5815
E54000062,NHS Black Country Integrated Care Board,2021/22,1,12,0,6879
E54000041,NHS Dorset Integrated Care Board,2022/23,1,18,1,71
E54000027,NHS North West London Integrated Care Board,2022/23,1,0,1,114
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,1,4,1,41
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,4,18,0,47
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,3,18,1,11
E54000030,NHS South East London Integrated Care Board,2022/23,1,11,1,137
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,4,16,0,42
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,1,2,1,26
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,1,13,1,105
E54000029,NHS North East London Integrated Care Board,2023/24,5,21,0,43
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,1,5,0,958
E54000034,NHS Frimley Integrated Care Board,2020/21,1,22,0,1781
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,1,21,0,5443
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,1,1,0,876
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2021/22,3,9,1,7
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,4,18,0,1
E54000054,NHS West Yorkshire Integrated Care Board,2022/23,3,21,1,10
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,3,14,1,7
E54000038,NHS Somerset Integrated Care Board,2021/22,3,15,1,4
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,5,10,0,18
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,3,21,1,2
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,5,11,1,2
E54000037,NHS Devon Integrated Care Board,2021/22,3,17,1,3
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,3,13,1,1
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2022/23,3,3,0,5
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,4,11,1,1
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,4,13,1,1
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2023/24,4,7,0,6
E54000059,NHS Northamptonshire Integrated Care Board,2023/24,4,18,0,1
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,4,23,0,1
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,4,7,0,2
E54000030,NHS South East London Integrated Care Board,2019/20,3,2,1,8
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,5,9,1,1
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,3,3,1,1
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,3,19,1,2
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,3,10,0,2575
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,1,15,0,3176
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,3,20,1,3
E54000027,NHS North West London Integrated Care Board,2023/24,4,12,0,1346
E54000032,NHS Kent and Medway Integrated Care Board,2023/24,5,3,0,1
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,3,17,1,14
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,16,1,81
E54000027,NHS North West London Integrated Care Board,2019/20,3,10,0,9822
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,3,4,0,148
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,3,13,1,9
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,1,3,0,939
E54000055,NHS Birmingham and Solihull Integrated Care Board,2022/23,1,15,1,156
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,1,20,0,3635
E54000038,NHS Somerset Integrated Care Board,2019/20,1,2,1,6
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,3,19,1,24
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2022/23,3,16,1,12
E54000029,NHS North East London Integrated Care Board,2019/20,1,15,1,105
E54000037,NHS Devon Integrated Care Board,2023/24,1,4,1,42
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,4,19,0,367
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,3,14,1,18
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,1,11,0,5295
E54000064,NHS Sussex Integrated Care Board,2020/21,3,23,0,256
E54000034,NHS Frimley Integrated Care Board,2022/23,1,8,0,2114
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,1,4,1,141
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2022/23,1,20,0,5734
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,3,21,0,2563
E54000038,NHS Somerset Integrated Care Board,2021/22,3,14,0,2285
E54000030,NHS South East London Integrated Care Board,2022/23,3,23,1,8
E54000027,NHS North West London Integrated Care Board,2022/23,3,4,1,6
E54000064,NHS Sussex Integrated Care Board,2019/20,3,0,1,10
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,3,16,0,151
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,3,20,0,721
E54000038,NHS Somerset Integrated Care Board,2023/24,1,22,0,1835
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,1,17,0,17074
E54000037,NHS Devon Integrated Care Board,2019/20,1,16,0,3057
E54000030,NHS South East London Integrated Care Board,2023/24,3,7,0,1183
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,3,3,0,62
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,3,1,0,44
E54000062,NHS Black Country Integrated Care Board,2019/20,3,6,0,123
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,1,4,0,1135
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,3,10,0,1452
E54000041,NHS Dorset Integrated Care Board,2020/21,1,21,0,2035
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,18,0,3447
E54000034,NHS Frimley Integrated Care Board,2021/22,3,8,0,89
E54000029,NHS North East London Integrated Care Board,2022/23,1,6,0,1899
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,3,19,0,409
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,1,19,0,2455
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,3,1,50
E54000062,NHS Black Country Integrated Care Board,2023/24,3,3,0,624
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,1,10,1,62
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,1,16,1,169
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,1,23,1,60
E54000013,NHS Lincolnshire Integrated Care Board,2023/24,4,12,0,9
E54000027,NHS North West London Integrated Care Board,2021/22,4,11,0,861
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,1,19,0,4528
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,3,19,1,25
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,1,22,1,147
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,1,9,0,3957
E54000027,NHS North West London Integrated Care Board,2021/22,3,11,1,25
E54000027,NHS North West London Integrated Care Board,2019/20,4,12,0,559
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,3,11,0,1880
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,1,1,0,1697
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,3,17,0,2159
E54000027,NHS North West London Integrated Care Board,2021/22,4,9,0,848
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,1,14,0,4079
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,1,22,1,112
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,4,13,0,3
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,3,9,1,4
E54000062,NHS Black Country Integrated Care Board,2022/23,4,8,0,10
E54000030,NHS South East London Integrated Care Board,2022/23,5,1,0,4
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,3,6,1,1
E54000038,NHS Somerset Integrated Care Board,2021/22,3,3,0,2
E54000038,NHS Somerset Integrated Care Board,2022/23,4,13,0,6
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,3,5,1,2
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,5,0,0,12
E54000031,NHS South West London Integrated Care Board,2023/24,5,12,1,1
E54000031,NHS South West London Integrated Care Board,2020/21,5,7,0,3
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,5,12,0,2
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,3,16,1,5
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,4,7,0,1
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,5,11,1,2
E54000037,NHS Devon Integrated Care Board,2023/24,3,5,0,7
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,3,6,1,2
E54000037,NHS Devon Integrated Care Board,2022/23,4,20,0,2
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,3,2,1,3
E54000041,NHS Dorset Integrated Care Board,2021/22,3,18,1,2
E54000031,NHS South West London Integrated Care Board,2020/21,4,18,1,2
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2020/21,5,19,0,1
E54000027,NHS North West London Integrated Care Board,2019/20,5,17,0,2
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2023/24,4,18,1,1
E54000062,NHS Black Country Integrated Care Board,2022/23,3,9,1,1
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,1,14,0,5909
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,3,14,0,1432
E54000030,NHS South East London Integrated Care Board,2023/24,3,16,1,12
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2022/23,1,17,0,3275
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,8,0,2779
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,3,3,0,15
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2021/22,1,6,1,11
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,9,0,2758
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,1,8,0,2725
E54000028,NHS North Central London Integrated Care Board,2019/20,3,20,1,13
E54000030,NHS South East London Integrated Care Board,2023/24,3,18,1,16
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,4,9,0,2094
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,3,4,0,110
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,1,0,0,2584
E54000064,NHS Sussex Integrated Care Board,2022/23,3,16,0,6644
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2019/20,1,15,1,94
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,3,8,0,1954
E54000030,NHS South East London Integrated Care Board,2020/21,3,0,1,8
E54000030,NHS South East London Integrated Care Board,2020/21,5,17,0,1
E54000031,NHS South West London Integrated Care Board,2020/21,3,12,0,2615
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,3,19,0,499
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,1,10,0,1679
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,3,5,0,5
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,1,17,0,8874
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,1,23,0,4251
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,4,11,0,9
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,3,19,0,2580
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2022/23,5,12,0,15
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,3,2,0,102
E54000026,NHS Mid and South Essex Integrated Care Board,2021/22,3,18,0,381
E54000031,NHS South West London Integrated Care Board,2022/23,5,15,0,52
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2020/21,3,23,1,5
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,3,10,1,18
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2022/23,3,20,0,1847
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,4,8,0,21
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,3,1,0,158
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,1,4,0,792
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,5,15,0,5
E54000030,NHS South East London Integrated Care Board,2020/21,4,14,0,13
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,4,15,0,29
E54000037,NHS Devon Integrated Care Board,2022/23,5,14,0,2
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,1,21,1,72
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,1,10,0,6915
E54000037,NHS Devon Integrated Care Board,2019/20,1,5,1,27
E54000013,NHS Lincolnshire Integrated Care Board,2023/24,4,16,0,5
E54000064,NHS Sussex Integrated Care Board,2021/22,1,2,1,59
E54000037,NHS Devon Integrated Care Board,2023/24,1,16,0,5230
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2023/24,1,23,1,18
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,0,0,14
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,5,16,0,5
E54000037,NHS Devon Integrated Care Board,2023/24,1,15,1,105
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,3,20,0,741
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2020/21,1,14,0,2271
