ICB23CD,ICB23NM,Der_Financial_Year,EC_Department_Type,mh_snomed,mhsds_flag,attends,left_b4_completion
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,4,1,1,1,0
E54000030,NHS South East London Integrated Care Board,2022/23,1,0,1,132466,9477
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,3,0,1,32198,1095
E54000029,NHS North East London Integrated Care Board,2021/22,1,1,1,5007,178
E54000013,NHS Lincolnshire Integrated Care Board,2022/23,1,1,0,597,13
E54000064,NHS Sussex Integrated Care Board,2021/22,5,0,0,53,0
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,3,0,1,8883,151
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,5,1,1,1,0
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,3,1,1,13,0
E54000026,NHS Mid and South Essex Integrated Care Board,2019/20,1,0,0,147946,2833
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,4,0,0,386,15
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,5,0,1,1743,27
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,4,0,1,238,8
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,5,1,0,93,1
E54000029,NHS North East London Integrated Care Board,2023/24,4,0,1,228,13
E54000027,NHS North West London Integrated Care Board,2023/24,3,1,0,624,15
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2023/24,5,0,1,1769,17
E54000037,NHS Devon Integrated Care Board,2020/21,1,0,1,62193,3406
E54000050,NHS North East and North Cumbria Integrated Care Board,2020/21,3,0,1,61064,1820
E54000030,NHS South East London Integrated Care Board,2022/23,5,1,1,1,0
E54000058,NHS Derby and Derbyshire Integrated Care Board,2019/20,4,1,1,1,0
E54000041,NHS Dorset Integrated Care Board,2019/20,4,0,0,224,4
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,1,0,0,187340,8592
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,1,1,1,5024,256
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,3,1,1,17,0
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2023/24,3,1,1,464,6
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,3,1,1,242,6
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,3,1,1,54,2
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2023/24,4,0,0,216,7
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,1,1,0,1936,23
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,3,0,1,41400,1424
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,3,1,1,12,0
E54000038,NHS Somerset Integrated Care Board,2019/20,1,1,0,268,3
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,4,1,1,14,0
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,1,1,1,6025,184
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,1,1,0,407,4
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,3,0,1,43858,2420
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,3,0,0,18434,383
E54000037,NHS Devon Integrated Care Board,2022/23,4,0,1,49,4
E54000027,NHS North West London Integrated Care Board,2021/22,3,0,1,47353,4366
E54000027,NHS North West London Integrated Care Board,2022/23,4,1,1,54,3
E54000028,NHS North Central London Integrated Care Board,2022/23,3,1,0,556,7
E54000050,NHS North East and North Cumbria Integrated Care Board,2020/21,1,0,0,367951,5015
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,4,0,0,127,5
E54000031,NHS South West London Integrated Care Board,2021/22,3,1,0,99,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,0,1,206228,8065
E54000034,NHS Frimley Integrated Care Board,2023/24,4,1,1,1,0
E54000064,NHS Sussex Integrated Care Board,2023/24,5,1,0,1,0
E54000043,NHS Gloucestershire Integrated Care Board,2022/23,1,0,0,107194,4259
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,5,0,0,2,0
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,3,1,1,42,0
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,1,0,1,93549,10274
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,3,0,0,7381,93
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,5,0,0,45,0
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,5,0,1,18,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,3,1,1,143,3
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,1,1,225,2
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,3,0,1,779,41
E54000027,NHS North West London Integrated Care Board,2019/20,1,0,1,146491,8174
E54000034,NHS Frimley Integrated Care Board,2019/20,4,1,1,1,0
E54000064,NHS Sussex Integrated Care Board,2021/22,3,1,1,1935,109
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,1,1,1,4773,109
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,1,0,1,157970,10087
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,3,0,0,43489,557
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,5,0,0,26,1
E54000027,NHS North West London Integrated Care Board,2023/24,4,1,0,85,0
E54000027,NHS North West London Integrated Care Board,2021/22,1,0,1,138926,8377
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,3,1,1,240,9
E54000026,NHS Mid and South Essex Integrated Care Board,2021/22,4,0,0,132,4
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,3,1,0,9,0
E54000027,NHS North West London Integrated Care Board,2021/22,1,1,0,1185,24
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,3,0,1,2304,11
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,1,1,1,1703,14
E54000013,NHS Lincolnshire Integrated Care Board,2023/24,3,1,0,315,10
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2023/24,5,0,1,119,1
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,1,1,1,12310,1292
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2023/24,1,1,1,5333,537
E54000030,NHS South East London Integrated Care Board,2022/23,3,0,1,28564,3404
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,1,1,0,1308,16
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2023/24,1,0,0,192080,13665
E54000064,NHS Sussex Integrated Care Board,2020/21,3,0,1,25180,595
E54000037,NHS Devon Integrated Care Board,2020/21,1,1,1,2526,354
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2020/21,1,1,0,786,10
E54000058,NHS Derby and Derbyshire Integrated Care Board,2019/20,1,1,1,3261,123
E54000031,NHS South West London Integrated Care Board,2019/20,4,0,0,24270,1024
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,3,1,0,117,2
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2021/22,3,0,0,76475,2864
E54000064,NHS Sussex Integrated Care Board,2020/21,3,0,0,92596,1181
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,5,0,1,2,0
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2023/24,1,0,0,275431,15525
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2023/24,5,0,0,6813,21
E54000029,NHS North East London Integrated Care Board,2021/22,3,0,0,158301,8473
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,1,0,1,39208,211
E54000026,NHS Mid and South Essex Integrated Care Board,2019/20,3,0,0,10862,267
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,4,0,1,69,3
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,5,0,0,5,0
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,4,0,1,48,1
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,3,0,1,8204,43
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,3,1,1,15,0
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,4,1,0,24,1
E54000064,NHS Sussex Integrated Care Board,2021/22,1,1,1,6633,199
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2020/21,1,0,1,53530,2802
E54000037,NHS Devon Integrated Care Board,2019/20,5,0,0,13,0
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,5,1,1,1,0
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,4,0,1,7,0
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2023/24,4,1,0,2,0
E54000059,NHS Northamptonshire Integrated Care Board,2023/24,3,0,0,98125,2844
E54000050,NHS North East and North Cumbria Integrated Care Board,2020/21,3,1,0,498,0
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,3,0,0,23554,500
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,3,0,1,11130,244
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,1,0,1,24162,730
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,3,1,0,129,1
E54000062,NHS Black Country Integrated Care Board,2019/20,3,1,0,2,0
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,1,0,0,229091,4161
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,4,0,0,1005,24
E54000037,NHS Devon Integrated Care Board,2021/22,4,0,1,48,0
E54000030,NHS South East London Integrated Care Board,2019/20,4,1,1,1,0
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2023/24,5,1,1,21,1
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,4,1,0,47,0
E54000028,NHS North Central London Integrated Care Board,2022/23,3,0,0,118303,8769
E54000028,NHS North Central London Integrated Care Board,2023/24,1,1,0,871,6
E54000032,NHS Kent and Medway Integrated Care Board,2023/24,5,0,1,1831,38
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,1,1,112,2
E54000027,NHS North West London Integrated Care Board,2021/22,5,1,0,54,0
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,4,1,0,3,0
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,5,0,1,2,0
E54000062,NHS Black Country Integrated Care Board,2019/20,1,0,0,263888,5711
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2021/22,3,1,0,46,0
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,1,0,1,119778,7471
E54000028,NHS North Central London Integrated Care Board,2020/21,3,1,0,505,0
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,4,0,0,30145,432
E54000043,NHS Gloucestershire Integrated Care Board,2022/23,4,1,1,1,0
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2023/24,3,0,0,214914,3206
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,3,0,1,53884,1814
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,5,1,0,45,0
E54000028,NHS North Central London Integrated Care Board,2023/24,5,0,0,1502,25
E54000029,NHS North East London Integrated Care Board,2022/23,1,0,0,391293,22088
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,1,1,252,12
E54000027,NHS North West London Integrated Care Board,2019/20,5,0,0,162,0
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,1,1,1,1857,37
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,4,0,1,3,0
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,3,0,1,9004,639
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,4,0,0,6618,233
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,1,1,0,370,3
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,1,0,0,155064,1965
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,1,0,1,35232,2391
E54000043,NHS Gloucestershire Integrated Care Board,2022/23,3,1,1,51,2
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,1,1,0,366,8
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2023/24,1,0,0,388307,18381
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2023/24,5,0,0,8153,55
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2023/24,3,1,1,23,0
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,3,1,0,71,2
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,3,1,0,46,0
E54000054,NHS West Yorkshire Integrated Care Board,2022/23,3,0,0,47886,2636
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,4,1,1,6,0
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2019/20,1,1,0,814,43
E54000034,NHS Frimley Integrated Care Board,2020/21,1,0,0,116716,783
E54000031,NHS South West London Integrated Care Board,2020/21,1,1,1,2672,38
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,3,0,0,43805,1255
E54000038,NHS Somerset Integrated Care Board,2020/21,4,0,1,20,1
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2020/21,4,0,0,88,0
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,3,1,1,398,15
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,3,0,0,86210,1309
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2023/24,3,1,0,78,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,0,1,235975,26705
E54000026,NHS Mid and South Essex Integrated Care Board,2021/22,1,1,1,4495,171
E54000013,NHS Lincolnshire Integrated Care Board,2022/23,3,0,0,124161,4869
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,1,0,0,342404,7362
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2022/23,3,0,1,11788,185
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,3,1,0,58,1
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2020/21,1,0,1,84565,2981
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,4,0,1,49,4
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,3,0,0,41278,1064
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,3,0,1,13682,361
E54000062,NHS Black Country Integrated Care Board,2023/24,3,0,1,41066,1558
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,3,0,0,25636,288
E54000034,NHS Frimley Integrated Care Board,2019/20,5,0,0,10322,0
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,3,1,1,17,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,0,1,83253,4716
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,4,1,1,9,1
E54000062,NHS Black Country Integrated Care Board,2020/21,3,1,0,4,0
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,4,0,1,6077,2
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,1,0,0,193035,4726
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2023/24,5,0,1,8,0
E54000037,NHS Devon Integrated Care Board,2022/23,1,0,0,188241,17349
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,3,1,1,11,0
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,5,1,0,343,1
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,5,0,0,2420,9
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,4,0,0,6768,27
E54000030,NHS South East London Integrated Care Board,2020/21,1,1,1,5778,204
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,5,0,0,10,0
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,1,1,0,2753,27
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,1,0,0,527443,8978
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,5,0,1,2,0
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,1,1,0,780,12
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,1,0,0,164357,4266
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2022/23,5,0,0,375,2
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,3,0,0,44201,2229
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,4,0,0,379,6
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,5,1,1,53,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,4,0,0,186,9
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,4,0,1,49,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,4,1,1,2,0
E54000055,NHS Birmingham and Solihull Integrated Care Board,2021/22,5,0,1,14,0
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,5,0,1,18,0
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,3,0,1,6266,108
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,1,1,0,1056,17
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,5,0,0,7,0
E54000043,NHS Gloucestershire Integrated Care Board,2022/23,1,0,1,38854,2540
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,4,0,1,9018,582
E54000038,NHS Somerset Integrated Care Board,2022/23,3,0,0,76334,2145
E54000041,NHS Dorset Integrated Care Board,2021/22,1,0,1,61866,2794
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,3,0,0,193697,2518
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,3,1,0,47,0
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,3,0,0,154827,4411
E54000027,NHS North West London Integrated Care Board,2022/23,4,0,1,7133,275
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,1,0,0,123454,3823
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,1,1,1,2879,54
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2020/21,5,0,0,5,0
E54000027,NHS North West London Integrated Care Board,2021/22,1,1,1,6999,269
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,4,0,0,142,2
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,5,0,1,6,0
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,4,1,1,1,0
E54000030,NHS South East London Integrated Care Board,2023/24,5,0,1,469,4
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,4,0,1,44,1
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2022/23,4,0,1,19,1
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,4,0,0,155,7
E54000030,NHS South East London Integrated Care Board,2023/24,1,1,1,5559,293
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,3,0,0,115803,4398
E54000041,NHS Dorset Integrated Care Board,2021/22,3,0,1,7392,23
E54000013,NHS Lincolnshire Integrated Care Board,2020/21,3,0,1,21408,395
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,1,0,0,184427,5868
E54000027,NHS North West London Integrated Care Board,2021/22,5,0,0,13365,123
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,1,0,1,56150,440
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,3,0,0,214332,4046
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,3,0,0,3387,32
E54000062,NHS Black Country Integrated Care Board,2019/20,4,0,1,4007,102
E54000028,NHS North Central London Integrated Care Board,2021/22,4,0,0,33125,374
E54000062,NHS Black Country Integrated Care Board,2021/22,3,1,1,57,0
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,3,0,1,7127,106
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,1,0,0,198810,1489
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,5,1,1,1,0
E54000064,NHS Sussex Integrated Care Board,2023/24,1,0,1,101616,9690
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,1,1,0,852,15
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2023/24,1,0,1,33809,4018
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,5,1,0,1,0
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,1,1,3275,88
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,3,1,0,7,0
E54000030,NHS South East London Integrated Care Board,2019/20,1,1,0,1783,36
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,3,1,0,112,4
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,3,0,0,107306,2764
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,5,0,1,4,0
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,4,1,0,1,0
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2023/24,4,0,1,83,0
E54000062,NHS Black Country Integrated Care Board,2023/24,1,0,1,106319,8640
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2023/24,3,0,1,17887,476
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,1,1,1,1000,48
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,1,1,1,1973,16
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,1,0,1,53040,3064
E54000031,NHS South West London Integrated Care Board,2022/23,5,1,1,21,0
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,3,0,1,1083,42
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,1,1,1,2423,53
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,5,0,1,2019,0
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,4,1,1,2,0
E54000064,NHS Sussex Integrated Care Board,2022/23,1,0,0,288854,17758
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2022/23,3,0,1,10553,630
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,3,1,1,329,7
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2023/24,1,0,0,134009,6415
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,3,0,1,3651,49
E54000030,NHS South East London Integrated Care Board,2021/22,5,0,1,67,5
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,3,1,1,359,2
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,3,1,0,165,2
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,4,0,1,8,0
E54000037,NHS Devon Integrated Care Board,2020/21,5,0,1,8,0
E54000064,NHS Sussex Integrated Care Board,2020/21,1,1,0,1379,18
E54000037,NHS Devon Integrated Care Board,2022/23,5,0,1,6,0
E54000041,NHS Dorset Integrated Care Board,2023/24,3,0,1,12365,65
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,1,1,0,1042,45
E54000041,NHS Dorset Integrated Care Board,2023/24,4,0,1,31,0
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,5,0,1,1154,0
E54000032,NHS Kent and Medway Integrated Care Board,2023/24,5,1,1,4,0
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2022/23,3,1,1,157,5
E54000037,NHS Devon Integrated Care Board,2020/21,3,1,0,30,0
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,1,1,2667,86
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2019/20,5,0,1,3,0
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,1,0,0,284742,11402
E54000027,NHS North West London Integrated Care Board,2022/23,1,1,0,1215,20
E54000028,NHS North Central London Integrated Care Board,2022/23,1,1,1,2865,87
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,1,1,1,3028,130
E54000050,NHS North East and North Cumbria Integrated Care Board,2023/24,3,0,1,112420,4392
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,3,1,1,36,0
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,3,1,0,21,1
E54000041,NHS Dorset Integrated Care Board,2021/22,3,1,1,26,0
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,5,0,1,7,0
E54000029,NHS North East London Integrated Care Board,2019/20,1,1,1,5544,147
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,1,1,1,381,6
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,4,0,0,251,5
E54000064,NHS Sussex Integrated Care Board,2022/23,5,0,1,29,0
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2022/23,1,1,0,545,28
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,1,0,1,100814,5645
E54000037,NHS Devon Integrated Care Board,2022/23,3,0,0,67454,2577
E54000041,NHS Dorset Integrated Care Board,2022/23,3,0,0,36159,160
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2022/23,5,1,1,1,0
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,4,0,1,88,1
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,5,0,0,7,0
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,1,1,1,832,59
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2019/20,4,0,0,214,2
E54000030,NHS South East London Integrated Care Board,2021/22,4,1,0,1,0
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,5,0,0,111,1
E54000030,NHS South East London Integrated Care Board,2022/23,3,0,0,120380,7761
E54000028,NHS North Central London Integrated Care Board,2023/24,4,1,0,46,1
E54000041,NHS Dorset Integrated Care Board,2023/24,3,1,1,34,0
E54000029,NHS North East London Integrated Care Board,2021/22,5,1,1,13,0
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,5,0,1,23,0
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,1,1,1,10895,293
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2020/21,3,0,1,19605,467
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,4,0,1,194,2
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,4,1,1,8,0
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,3,1,1,583,10
E54000028,NHS North Central London Integrated Care Board,2022/23,4,1,0,49,0
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,4,0,0,144,15
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,3,0,1,1473,66
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,1,0,0,126643,3130
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,3,1,0,184,2
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,1,0,0,146609,6226
E54000027,NHS North West London Integrated Care Board,2021/22,4,0,1,4546,84
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,5,1,1,29,0
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,3,0,0,34958,83
